Id,SalePrice
2859,1.36E+05
2860,1.39E+05
2861,1.32E+05
2862,2.07E+05
2863,1.44E+05
2864,2.65E+05
2865,1.43E+05
2866,1.43E+05
2867,1.24E+05
2868,1.02E+05
2869,1.30E+05
2870,1.46E+05
2871,1.11E+05
2872,7.55E+04
2873,1.20E+05
2874,1.49E+05
2875,1.23E+05
2876,1.68E+05
2877,1.64E+05
2878,1.88E+05
2879,1.57E+05
2880,1.22E+05
2881,1.38E+05
2882,1.74E+05
2883,1.76E+05
2884,1.83E+05
2885,2.15E+05
2886,2.15E+05
2887,1.18E+05
2888,1.62E+05
2889,7.69E+04
2890,1.03E+05
2891,1.59E+05
2892,5.42E+04
2893,1.07E+05
2894,5.28E+04
2895,3.02E+05
2896,2.64E+05
2897,2.01E+05
2898,1.59E+05
2899,2.19E+05
2900,1.68E+05
2901,2.14E+05
2902,2.01E+05
2903,3.47E+05
2904,3.60E+05
2905,1.01E+05
2906,2.09E+05
2907,1.20E+05
2908,1.32E+05
2909,1.47E+05
2910,8.78E+04
2911,9.02E+04
2912,1.63E+05
2913,8.47E+04
2914,9.08E+04
2915,9.20E+04
2916,9.40E+04
2917,1.62E+05
2918,1.18E+05
2919,2.27E+05
